15960|4191|3.99|3.99|13 Cookie Tote
15960|4192|1.00|1.00|3 Pack of Cookies
15960|4193|0.49|0.49|1 Cookie
15960|4259|1.00|1.00|Regular Meat
15960|4282|3.99|3.99|Quarter Cheese Dlx
15960|4283|4.99|4.99|Qtr Chs Dlx Meal
15960|4288|5.69|5.69|Qtr Chs Dlx Ml-Lrg
15960|4295|0|0|Quarter Bacon & Chs
15960|4296|0|0|Quarter Bcn&Ch Meal
15960|4297|0|0|Qtr Bcn&Chs Ml-Lrg
15960|4298|0|0|Qtr Bacon Habanero Ranch
15960|4299|0|0|Quarter HbnRch Meal
15960|4304|0|0|Holiday Pie
15960|4307|0|0|Qtr Hbn Rch Ml-Lrg
15960|4308|4.99|4.99|Dbl Quarter Chs Dlx
15960|4309|5.99|5.99|Dbl Qtr Ch Dlx Meal
15960|4314|1.00|1.00|McChicken
15960|4329|6.69|6.69|Dbl Qtr Dlx Ml-Lrg
15960|4344|4.99|4.99|Cpy Ckn S West Salad
15960|4362|3.79|3.79|2 Gr Onion Ched Meal
15960|4363|4.29|4.29|2 Gr On Ched Ml-Lrg
15960|4392|4.19|4.19|Crispy Chicken Dlx
15960|4393|5.19|5.19|Crispy Ckn Dlx Meal
15960|4431|4.69|4.69|Cpy Ckn BcnRan Sld
15960|4444|5.89|5.89|Cpy Ckn Dlx Ml-Lrg
15960|4479|2.19|2.19|S Shamrock Shake
15960|4490|2.49|2.49|M Shamrock Shake
15960|4500|3.89|3.89|Steak Egg Cheese Bis
15960|4501|3.49|3.49|Stk Egg Ch Bisc Ml
15960|4502|2.99|2.99|L Shamrock Shake
15960|4509|2.00|2.00|Cpy Chicken Patty
15960|4530|5.19|5.19|Ckn Dlx-Cpy Ml-Sd
15960|4531|4.89|4.89|Big Breakfast/Stk HC
15960|4553|3.59|3.59|2 McChicken Ml-Lrg
15960|4586|0.79|0.79|Round Egg
15960|4703|0|0|Prm Ckn Ranch Wp-Grl
15960|4713|0|0|Prm SChili Wrap-Grl
15960|4720|0|0|Prm Ckn Bcn Wrap-Grl
15960|4875|0|0|Cherry Pie
15960|4913|0|0|S Lemonade
15960|4940|0|0|Maraschino Cherry
15960|4941|8.59|8.59|20 McNug/2LFryml-Lrg
15960|4992|1.19|1.19|Buffalo Ranch McChkn
15960|4993|2.00|2.00|Bcn Buf Rch McChkn
15960|4994|2.00|2.00|Bacon Cheddar McChkn
15960|4996|0|0|Buffalo Sauce
15960|5068|2.79|2.79|Bufflo Rch McCk Meal
15960|5075|3.29|3.29|Buf Rch McCk Ml-Lrg
15960|5083|3.79|3.79|Bcn Buf Rch McC Meal
15960|5084|4.29|4.29|BcnBufRch McC Ml-Lrg
15960|5085|3.19|3.19|Bacon Ched McCh Meal
15960|5093|2.89|2.89|2 Burrito Ml
15960|5101|1.99|1.99|Daily Double
15960|5104|2.89|2.89|L Orange Juice Cc
15960|5131|4.29|4.29|Veggie McWrap
15960|5135|5.19|5.19|Veggie McWrap Meal
15960|5144|5.89|5.89|Veggie McWrap Ml-Lrg
15960|5147|3.99|3.99|Prm SChili Wp Veggie
15960|5148|4.99|4.99|Prm SChil Wp Vg Meal
15960|5151|5.69|5.69|Prm SCh Wp Vg Ml-Lrg
15960|5152|4.29|4.29|Prm Garlic Wp Veggie
15960|5153|5.29|5.29|Prm Grlic Wp Vg Meal
15960|5154|5.99|5.99|Prm Glc Wp Vg Ml-Lrg
15960|5155|1.69|1.69|Chorizo Burrito
15960|5156|3.99|3.99|2 Chorizo Burrito Ml
15960|5158|3.00|3.00|2 Chorizo Burritos
15960|5159|4.79|4.79|Bacon Clubhouse Qtr
15960|5161|5.79|5.79|Bacon Clbhs Qtr Meal
15960|5162|6.49|6.49|Bcn Clbhs Qtr Ml-Lrg
15960|5190|0|0|Boxed Bundle
15960|5198|4.99|4.99|Qtr Chs Dlx Ml-Sd
15960|5220|5.19|5.19|Prm Rch Wp Cp Ml-Sld
15960|5235|5.19|5.19|Prm Rch Wp Gr Ml-Sld
15960|5238|5.19|5.19|Prm SCh Wp Cp Ml-Sld
15960|5241|5.19|5.19|Prm SCh Wp Gr Ml-Sld
15960|5258|1.59|1.59|Ranch Snack Wrap-Cpy
15960|5280|3.99|3.99|10 McNuggets
15960|5287|0|0|Jalapeno Kicker Cpy
15960|5312|0|0|Artisan Roll
15960|5323|0|0|Under 3 Toy
15960|5401|0.69|0.69|Snr Coke
15960|5402|0.69|0.69|Snr Diet Coke
15960|5403|0.69|0.69|Snr Sprite
15960|5404|0.69|0.69|Snr Dr. Pepper
15960|5405|0.69|0.69|Snr Hi-C Orange
15960|5407|0.69|0.69|Snr Unsweet Iced Tea
15960|5415|0.69|0.69|Snr Sweet Iced Tea
15960|5428|0.99|0.99|Bagel
15960|5462|0|0|Jalapeno Kicker Cpy
15960|5474|1.00|1.00|Bottled Water
15960|5486|1.29|1.29|2 Apple Pies
15960|5519|0.30|0.30|Hazelnut Syrup
15960|5556|0.30|0.30|Bacon Bits
15960|5579|0|0|Crinkle Cut Pickles
